<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TSEClose>,<MarketValue>,<ShareCount>
ZAGROS,d,20160803,000000,9650,9650,9400,9400,55767,528708760,15,9646,زاگرس,13950513,000000,9481,22560000000000,2400000000
ZAGROS,d,20160806,000000,9340,9340,9170,9173,125156,1158306703,41,9481,زاگرس,13950516,000000,9255,22015200000000,2400000000
ZAGROS,d,20160807,000000,9330,9330,8994,9016,572886,5208364063,171,9255,زاگرس,13950517,000000,9091,21638400000000,2400000000
ZAGROS,d,20160808,000000,9003,9399,9003,9201,31713,291340678,16,9091,زاگرس,13950518,000000,9187,22082400000000,2400000000
ZAGROS,d,20160809,000000,9101,9326,9101,9200,11519,106792674,12,9187,زاگرس,13950519,000000,9271,22080000000000,2400000000
ZAGROS,d,20160810,000000,9299,9300,9101,9191,35694,328765638,17,9271,زاگرس,13950520,000000,9211,22058400000000,2400000000
ZAGROS,d,20160813,000000,9290,9290,9192,9250,16157,149696226,10,9211,زاگرس,13950523,000000,9265,22200000000000,2400000000
ZAGROS,d,20160814,000000,9222,9222,9202,9220,229689,2117727326,15,9265,زاگرس,13950524,000000,9220,22128000000000,2400000000
ZAGROS,d,20160815,000000,9128,9395,9128,9171,31949,293696512,18,9220,زاگرس,13950525,000000,9193,22010400000000,2400000000
ZAGROS,d,20160816,000000,9150,9295,9150,9295,23499,216308130,16,9193,زاگرس,13950526,000000,9205,22308000000000,2400000000
ZAGROS,d,20160817,000000,9250,9250,9156,9156,78354,718563257,27,9205,زاگرس,13950527,000000,9171,21974400000000,2400000000
ZAGROS,d,20160820,000000,9387,9387,9190,9299,9668,89626250,9,9171,زاگرس,13950530,000000,9270,22317600000000,2400000000
ZAGROS,d,20160821,000000,9192,9270,9191,9195,24132,222285532,10,9270,زاگرس,13950531,000000,9211,22068000000000,2400000000
ZAGROS,d,20160822,000000,9157,9260,9150,9240,20800,191108770,10,9211,زاگرس,13950601,000000,9188,22176000000000,2400000000
ZAGROS,d,20160823,000000,9260,9260,9121,9194,4995,45966671,21,9188,زاگرس,13950602,000000,9203,22065600000000,2400000000
ZAGROS,d,20160824,000000,9189,9189,9067,9067,71745,653545330,31,9203,زاگرس,13950603,000000,9109,21760800000000,2400000000
ZAGROS,d,20160827,000000,9109,9150,9109,9110,2220,20239170,6,9109,زاگرس,13950606,000000,9117,21864000000000,2400000000
ZAGROS,d,20160828,000000,9056,9250,9036,9050,107393,987498671,29,9117,زاگرس,13950607,000000,9195,21720000000000,2400000000
ZAGROS,d,20160829,000000,9100,9100,9013,9013,16260,147139580,28,9195,زاگرس,13950608,000000,9049,21631200000000,2400000000
ZAGROS,d,20160830,000000,9012,9030,8990,9000,44379,399433250,31,9049,زاگرس,13950609,000000,9001,21600000000000,2400000000
ZAGROS,d,20160831,000000,9000,9000,8961,8962,6299,56612290,14,9001,زاگرس,13950610,000000,8988,21508800000000,2400000000
ZAGROS,d,20160903,000000,8960,8960,8952,8953,5485,49106873,14,8988,زاگرس,13950613,000000,8953,21487200000000,2400000000
ZAGROS,d,20160904,000000,8951,9000,8951,8958,5490,49170390,8,8953,زاگرس,13950614,000000,8956,21499200000000,2400000000
ZAGROS,d,20160905,000000,9000,9000,8957,9000,98859,889711908,31,8956,زاگرس,13950615,000000,9000,21600000000000,2400000000
ZAGROS,d,20160906,000000,8941,8944,8940,8944,12501,111781944,12,9000,زاگرس,13950616,000000,8942,21465600000000,2400000000
ZAGROS,d,20160907,000000,8947,9000,8942,9000,13996,125328796,16,8942,زاگرس,13950617,000000,8955,21600000000000,2400000000
ZAGROS,d,20160910,000000,9000,9008,8950,9008,106604,959291872,33,8955,زاگرس,13950620,000000,8999,21619200000000,2400000000
ZAGROS,d,20160911,000000,8951,9000,8942,8999,44495,400093014,13,8999,زاگرس,13950621,000000,8992,21597600000000,2400000000
ZAGROS,d,20160913,000000,8941,9000,8941,8950,165976,1493281779,48,8992,زاگرس,13950623,000000,8997,21480000000000,2400000000
ZAGROS,d,20160914,000000,8999,8999,8548,8610,34457,302489557,28,8997,زاگرس,13950624,000000,8779,20664000000000,2400000000
ZAGROS,d,20160917,000000,8995,9000,8900,8900,19916,179050300,10,8779,زاگرس,13950627,000000,8990,21360000000000,2400000000
ZAGROS,d,20160918,000000,9000,9000,8910,8933,109477,982852600,32,8990,زاگرس,13950628,000000,8978,21439200000000,2400000000
ZAGROS,d,20160919,000000,8999,9000,8999,9000,68535,616803280,22,8978,زاگرس,13950629,000000,9000,21600000000000,2400000000
ZAGROS,d,20160921,000000,9100,9100,8963,9100,105099,950999042,22,9000,زاگرس,13950631,000000,9049,21840000000000,2400000000
ZAGROS,d,20160924,000000,9174,9500,9174,9380,71539,667344456,38,9049,زاگرس,13950703,000000,9328,22512000000000,2400000000
ZAGROS,d,20160925,000000,9380,9500,9380,9410,96481,907371710,38,9328,زاگرس,13950704,000000,9405,22584000000000,2400000000
ZAGROS,d,20160926,000000,9330,9500,9320,9500,95507,903376590,30,9405,زاگرس,13950705,000000,9459,22800000000000,2400000000
ZAGROS,d,20160927,000000,9500,9530,9402,9530,59698,566347985,53,9459,زاگرس,13950706,000000,9487,22872000000000,2400000000
ZAGROS,d,20160928,000000,9409,9698,9409,9533,70317,672968456,37,9487,زاگرس,13950707,000000,9570,22879200000000,2400000000
ZAGROS,d,20161001,000000,9700,9728,9600,9728,20009,194387883,19,9570,زاگرس,13950710,000000,9715,23347200000000,2400000000
ZAGROS,d,20161002,000000,9505,9505,9450,9450,57133,542624585,11,9715,زاگرس,13950711,000000,9498,22680000000000,2400000000
ZAGROS,d,20161003,000000,9550,9550,9200,9350,12706,117551332,30,9498,زاگرس,13950712,000000,9252,22440000000000,2400000000
ZAGROS,d,20161004,000000,9060,9300,9060,9300,35030,324772040,7,9252,زاگرس,13950713,000000,9271,22320000000000,2400000000
ZAGROS,d,20161008,000000,9200,9250,9170,9250,33520,308825590,13,9271,زاگرس,13950717,000000,9213,22200000000000,2400000000
ZAGROS,d,20161009,000000,9200,9264,9200,9264,1800,16593200,5,9213,زاگرس,13950718,000000,9218,22233600000000,2400000000
ZAGROS,d,20161010,000000,9181,9678,9181,9678,348619,3346519642,64,9218,زاگرس,13950719,000000,9599,23227200000000,2400000000
ZAGROS,d,20161015,000000,10078,10078,9920,10000,340845,3422535601,116,9599,زاگرس,13950724,000000,10041,24000000000000,2400000000
ZAGROS,d,20161016,000000,10080,10188,9802,10053,256536,2573618458,74,10041,زاگرس,13950725,000000,10032,24127200000000,2400000000
ZAGROS,d,20161017,000000,10140,10140,9835,10050,188784,1906930210,27,10032,زاگرس,13950726,000000,10101,24120000000000,2400000000
ZAGROS,d,20161018,000000,9830,10120,9823,10000,96577,969955098,30,10101,زاگرس,13950727,000000,10043,24000000000000,2400000000
ZAGROS,d,20161019,000000,10012,10012,9813,9950,1317225,13112570635,74,10043,زاگرس,13950728,000000,9955,23880000000000,2400000000
ZAGROS,d,20161022,000000,9804,9950,9804,9900,119188,1176260358,54,9955,زاگرس,13950801,000000,9869,23760000000000,2400000000
ZAGROS,d,20161023,000000,9813,9900,9801,9815,60576,594205076,21,9869,زاگرس,13950802,000000,9809,23556000000000,2400000000
ZAGROS,d,20161024,000000,9901,9989,9850,9900,511176,5061381907,56,9809,زاگرس,13950803,000000,9901,23760000000000,2400000000
ZAGROS,d,20161025,000000,9950,10188,9852,10100,493211,4940055014,84,9901,زاگرس,13950804,000000,10016,24240000000000,2400000000
ZAGROS,d,20161026,000000,10200,10260,10199,10255,218813,2239354811,65,10016,زاگرس,13950805,000000,10234,24612000000000,2400000000
ZAGROS,d,20161029,000000,10745,10745,10745,10745,43643,468944035,16,10234,زاگرس,13950808,000000,10745,25788000000000,2400000000
ZAGROS,d,20161030,000000,11282,11282,11282,11282,39606,446834892,14,10745,زاگرس,13950809,000000,11282,27076800000000,2400000000
ZAGROS,d,20161031,000000,11846,11846,11846,11846,85135,1008509210,14,11282,زاگرس,13950810,000000,11846,28430400000000,2400000000
ZAGROS,d,20161101,000000,12438,12438,12050,12301,3886414,48213669624,475,11846,زاگرس,13950811,000000,12406,29522400000000,2400000000
ZAGROS,d,20161102,000000,12085,12499,12000,12000,399935,4864398515,124,12406,زاگرس,13950812,000000,12163,28800000000000,2400000000
ZAGROS,d,20161105,000000,12349,12349,11803,11804,215830,2561253441,73,12163,زاگرس,13950815,000000,11867,28329600000000,2400000000
ZAGROS,d,20161106,000000,11888,11888,11600,11600,231100,2697736570,82,11867,زاگرس,13950816,000000,11673,27840000000000,2400000000
ZAGROS,d,20161107,000000,11650,12190,11650,12089,201031,2402601825,62,11673,زاگرس,13950817,000000,11951,29013600000000,2400000000
ZAGROS,d,20161108,000000,12089,12548,12089,12548,470661,5856384187,145,11951,زاگرس,13950818,000000,12443,30115200000000,2400000000
ZAGROS,d,20161109,000000,12888,12888,12000,12400,452054,5571248548,103,12443,زاگرس,13950819,000000,12324,29760000000000,2400000000
ZAGROS,d,20161112,000000,12900,12940,12512,12900,698900,9027046506,113,12324,زاگرس,13950822,000000,12916,30960000000000,2400000000
ZAGROS,d,20161113,000000,12900,13100,12307,13000,293223,3805869571,108,12916,زاگرس,13950823,000000,12979,31200000000000,2400000000
ZAGROS,d,20161114,000000,13200,13300,12951,13100,653300,8558226824,108,12979,زاگرس,13950824,000000,13100,31440000000000,2400000000
ZAGROS,d,20161115,000000,13200,13300,12800,12850,342208,4413726307,70,13100,زاگرس,13950825,000000,12898,30840000000000,2400000000
ZAGROS,d,20161116,000000,12977,13000,12280,12800,387163,4824197032,79,12898,زاگرس,13950826,000000,12460,30720000000000,2400000000
ZAGROS,d,20161119,000000,12290,13000,12290,12869,96898,1214106837,24,12460,زاگرس,13950829,000000,12530,30885600000000,2400000000
ZAGROS,d,20161121,000000,12899,13156,12700,12700,143148,1856962179,64,12530,زاگرس,13950901,000000,12972,30480000000000,2400000000
ZAGROS,d,20161122,000000,13100,13290,12501,13275,289626,3813125720,60,12972,زاگرس,13950902,000000,13166,31860000000000,2400000000
ZAGROS,d,20161123,000000,13379,13570,13300,13570,270985,3662834987,73,13166,زاگرس,13950903,000000,13517,32568000000000,2400000000
ZAGROS,d,20161126,000000,13650,14080,13400,13850,186477,2587361373,74,13517,زاگرس,13950906,000000,13875,33240000000000,2400000000
ZAGROS,d,20161203,000000,14590,14890,14420,14500,570069,8270452290,93,13875,زاگرس,13950913,000000,14251,34800000000000,2400000000
ZAGROS,d,20161204,000000,14300,14700,14021,14700,1349015,19581612578,219,14251,زاگرس,13950914,000000,14515,35280000000000,2400000000
ZAGROS,d,20161205,000000,15099,15240,14611,15240,1307461,19850863647,190,14515,زاگرس,13950915,000000,15183,36576000000000,2400000000
ZAGROS,d,20161206,000000,15942,15942,15940,15942,688009,10968201646,54,15183,زاگرس,13950916,000000,15942,38260800000000,2400000000
ZAGROS,d,20161207,000000,16739,16739,16031,16739,4286826,71562998938,491,15942,زاگرس,13950917,000000,16694,40173600000000,2400000000
ZAGROS,d,20161210,000000,16998,17528,16995,17499,2355068,41056197761,393,16694,زاگرس,13950920,000000,17433,41997600000000,2400000000
ZAGROS,d,20161211,000000,17990,17990,16801,17433,1060958,18628858256,235,17433,زاگرس,13950921,000000,17559,41839200000000,2400000000
ZAGROS,d,20161212,000000,17700,17700,16710,16905,941174,16008912475,247,17559,زاگرس,13950922,000000,17010,40572000000000,2400000000
ZAGROS,d,20161213,000000,17125,17649,17125,17645,474242,8187294174,111,17010,زاگرس,13950923,000000,17264,42348000000000,2400000000
ZAGROS,d,20161221,000000,18300,18399,18000,18100,780173,14196352301,223,17264,زاگرس,13951001,000000,18022,43440000000000,2400000000
ZAGROS,d,20161224,000000,18000,18290,17700,18000,326700,5927614483,183,18022,زاگرس,13951004,000000,18063,43200000000000,2400000000
ZAGROS,d,20161225,000000,18100,18800,17813,18700,508613,9334832310,182,18063,زاگرس,13951005,000000,18354,44880000000000,2400000000
ZAGROS,d,20161226,000000,18999,19271,18990,19271,3473111,66891057171,302,18354,زاگرس,13951006,000000,19260,46250400000000,2400000000
ZAGROS,d,20161227,000000,19700,20223,19699,20200,2669347,53787970166,693,19260,زاگرس,13951007,000000,20150,48480000000000,2400000000
ZAGROS,d,20161228,000000,20970,20970,19202,20500,1661498,33960160393,550,20150,زاگرس,13951008,000000,20439,49200000000000,2400000000
ZAGROS,d,20161231,000000,20441,20650,19900,19996,535816,10882998028,287,20439,زاگرس,13951011,000000,20311,47990400000000,2400000000
ZAGROS,d,20170101,000000,19500,19999,19296,19296,1860664,35993979791,253,20311,زاگرس,13951012,000000,19345,46310400000000,2400000000
ZAGROS,d,20170102,000000,18620,19000,18420,18999,1398153,26013675505,479,19345,زاگرس,13951013,000000,18606,45597600000000,2400000000
ZAGROS,d,20170103,000000,19000,19527,18630,19000,1253857,23994718650,349,18606,زاگرس,13951014,000000,19137,45600000000000,2400000000
ZAGROS,d,20170104,000000,18800,18999,18181,18181,1050415,19202973268,315,19137,زاگرس,13951015,000000,18281,43634400000000,2400000000
ZAGROS,d,20170107,000000,17920,18444,17831,18100,339202,6141051756,161,18281,زاگرس,13951018,000000,18104,43440000000000,2400000000
ZAGROS,d,20170108,000000,18100,18500,18002,18054,272810,4962331886,112,18104,زاگرس,13951019,000000,18190,43329600000000,2400000000
ZAGROS,d,20170109,000000,18400,18500,17781,18500,263083,4766126594,136,18190,زاگرس,13951020,000000,18116,44400000000000,2400000000
ZAGROS,d,20170111,000000,18203,18600,18100,18110,313998,5769795847,168,18116,زاگرس,13951022,000000,18375,43464000000000,2400000000
ZAGROS,d,20170114,000000,18200,18373,17851,18106,196676,3572828129,125,18375,زاگرس,13951025,000000,18166,43454400000000,2400000000
ZAGROS,d,20170115,000000,18016,18150,17926,17950,537687,9673543105,215,18166,زاگرس,13951026,000000,17991,43080000000000,2400000000
ZAGROS,d,20170116,000000,18300,18500,18001,18400,163418,3003563194,116,17991,زاگرس,13951027,000000,18380,44160000000000,2400000000
ZAGROS,d,20170117,000000,18720,18780,18000,18700,487253,9051757463,93,18380,زاگرس,13951028,000000,18577,44880000000000,2400000000
ZAGROS,d,20170118,000000,18111,18599,18111,18400,84850,1566683335,53,18577,زاگرس,13951029,000000,18464,44160000000000,2400000000
ZAGROS,d,20170121,000000,18700,18848,18405,18500,198314,3674000912,106,18464,زاگرس,13951102,000000,18526,44400000000000,2400000000
ZAGROS,d,20170122,000000,18300,18700,18151,18250,60097,1101721111,48,18526,زاگرس,13951103,000000,18332,43800000000000,2400000000
ZAGROS,d,20170123,000000,18590,18590,18300,18400,200233,3668682446,79,18332,زاگرس,13951104,000000,18322,44160000000000,2400000000
ZAGROS,d,20170124,000000,18450,18600,18300,18400,230252,4236758258,70,18322,زاگرس,13951105,000000,18401,44160000000000,2400000000
ZAGROS,d,20170125,000000,18111,18500,18111,18399,236352,4344172703,97,18401,زاگرس,13951106,000000,18380,44157600000000,2400000000
ZAGROS,d,20170128,000000,18568,18598,18300,18498,516112,9468995162,118,18380,زاگرس,13951109,000000,18347,44395200000000,2400000000
ZAGROS,d,20170129,000000,18500,19264,18324,19264,1269459,24248599782,281,18347,زاگرس,13951110,000000,19102,46233600000000,2400000000
ZAGROS,d,20170220,000000,21740,21740,21100,21190,7723242,166086380196,985,19102,زاگرس,13951202,000000,21505,50856000000000,2400000000
ZAGROS,d,20170221,000000,21420,21700,20970,21450,1351496,28732859448,499,21505,زاگرس,13951203,000000,21260,51480000000000,2400000000
ZAGROS,d,20170222,000000,21537,21539,20992,21120,1557259,32904095941,505,21260,زاگرس,13951204,000000,21129,50688000000000,2400000000
ZAGROS,d,20170225,000000,21300,21991,20861,20900,6295758,133821441071,1068,21129,زاگرس,13951207,000000,21256,50160000000000,2400000000
ZAGROS,d,20170226,000000,20952,21240,20360,20500,2907236,59883998032,554,21256,زاگرس,13951208,000000,20598,49200000000000,2400000000
ZAGROS,d,20170227,000000,20550,20598,20350,20598,901565,18546928915,229,20598,زاگرس,13951209,000000,20572,49435200000000,2400000000
ZAGROS,d,20170228,000000,20572,20572,20411,20470,3236861,66536877714,452,20572,زاگرس,13951210,000000,20556,49128000000000,2400000000
ZAGROS,d,20170301,000000,20556,20556,20500,20556,2135166,43887209967,355,20556,زاگرس,13951211,000000,20554,49334400000000,2400000000
ZAGROS,d,20170304,000000,20570,20570,20450,20503,1813070,37273087327,292,20554,زاگرس,13951214,000000,20558,49207200000000,2400000000
ZAGROS,d,20170305,000000,20569,20570,20500,20570,2941081,60471232136,309,20558,زاگرس,13951215,000000,20561,49368000000000,2400000000
ZAGROS,d,20170306,000000,20570,20570,20511,20570,2306520,47426539670,329,20561,زاگرس,13951216,000000,20562,49368000000000,2400000000
ZAGROS,d,20170307,000000,20570,20575,20500,20557,1907743,39216293501,284,20562,زاگرس,13951217,000000,20556,49336800000000,2400000000
ZAGROS,d,20170308,000000,20557,20575,20556,20556,1961735,40356222625,289,20556,زاگرس,13951218,000000,20572,49334400000000,2400000000
ZAGROS,d,20170311,000000,20550,20575,20370,20575,1683330,34582357596,234,20572,زاگرس,13951221,000000,20544,49380000000000,2400000000
ZAGROS,d,20170312,000000,20570,20575,20413,20553,1864105,38342464148,225,20544,زاگرس,13951222,000000,20569,49327200000000,2400000000
ZAGROS,d,20170313,000000,20500,21597,20500,21597,11259868,233274280890,731,20569,زاگرس,13951223,000000,20717,51832800000000,2400000000
ZAGROS,d,20170314,000000,21752,21752,21650,21752,14620544,318024160873,731,20717,زاگرس,13951224,000000,21752,52204800000000,2400000000
ZAGROS,d,20170315,000000,21800,22100,21501,22010,819417,17833859531,427,21752,زاگرس,13951225,000000,21764,52824000000000,2400000000
ZAGROS,d,20170318,000000,21999,22500,21901,22100,1437518,31733986114,393,21764,زاگرس,13951228,000000,22076,53040000000000,2400000000
ZAGROS,d,20170325,000000,20973,21499,20973,20973,2736936,57402841058,218,22076,زاگرس,13960105,000000,20973,50335200000000,2400000000
ZAGROS,d,20170326,000000,20500,20860,20200,20506,1041817,21331034643,265,20973,زاگرس,13960106,000000,20475,49214400000000,2400000000
ZAGROS,d,20170327,000000,20510,20800,20450,20800,198707,4100567422,107,20475,زاگرس,13960107,000000,20636,49920000000000,2400000000
ZAGROS,d,20170328,000000,20636,20998,20515,20898,350996,7308845299,121,20636,زاگرس,13960108,000000,20823,50155200000000,2400000000
ZAGROS,d,20170329,000000,21280,21280,20666,20704,240715,4992435161,115,20823,زاگرس,13960109,000000,20740,49689600000000,2400000000
ZAGROS,d,20170403,000000,20661,21300,20661,21300,878212,18395674274,234,20740,زاگرس,13960114,000000,20947,51120000000000,2400000000
ZAGROS,d,20170404,000000,21290,21290,20823,20900,390889,8181345699,106,20947,زاگرس,13960115,000000,20930,50160000000000,2400000000
ZAGROS,d,20170405,000000,21000,21000,20801,20801,638804,13324575512,200,20930,زاگرس,13960116,000000,20859,49922400000000,2400000000
ZAGROS,d,20170408,000000,21000,21190,20802,21050,702363,14725841222,148,20859,زاگرس,13960119,000000,20966,50520000000000,2400000000
ZAGROS,d,20170409,000000,21000,21144,20867,20983,407415,8560195768,108,20966,زاگرس,13960120,000000,21011,50359200000000,2400000000
ZAGROS,d,20170410,000000,20873,21226,20873,21226,573691,12106859475,162,21011,زاگرس,13960121,000000,21103,50942400000000,2400000000
ZAGROS,d,20170412,000000,21299,21299,20977,21197,373456,7853962764,165,21103,زاگرس,13960123,000000,21030,50872800000000,2400000000
ZAGROS,d,20170415,000000,21000,21150,20866,21111,297172,6220192010,170,21030,زاگرس,13960126,000000,20931,50666400000000,2400000000
ZAGROS,d,20170416,000000,20882,21250,20882,21250,465444,9834596576,131,20931,زاگرس,13960127,000000,21129,51000000000000,2400000000
ZAGROS,d,20170417,000000,21001,21455,21001,21450,345138,7365172808,116,21129,زاگرس,13960128,000000,21340,51480000000000,2400000000
ZAGROS,d,20170418,000000,21550,21670,21460,21600,583515,12597581149,117,21340,زاگرس,13960129,000000,21589,51840000000000,2400000000
ZAGROS,d,20170419,000000,21334,22395,21334,22170,2149034,46939713149,271,21589,زاگرس,13960130,000000,21842,53208000000000,2400000000
ZAGROS,d,20170422,000000,21954,22150,21306,21686,842555,18242544461,236,21842,زاگرس,13960202,000000,21651,52046400000000,2400000000
ZAGROS,d,20170423,000000,20810,21399,20810,20955,1032068,21596917470,261,21651,زاگرس,13960203,000000,20926,50292000000000,2400000000
ZAGROS,d,20170424,000000,20889,21000,20502,20980,603016,12537587447,218,20926,زاگرس,13960204,000000,20791,50352000000000,2400000000
ZAGROS,d,20170426,000000,20517,20999,20500,20870,1611382,33424002027,150,20791,زاگرس,13960206,000000,20742,50088000000000,2400000000
ZAGROS,d,20170429,000000,20507,21079,20133,20790,1591171,32638985032,333,20742,زاگرس,13960209,000000,20513,49896000000000,2400000000
ZAGROS,d,20170430,000000,20810,20980,20400,20600,783901,16073249686,190,20513,زاگرس,13960210,000000,20504,49440000000000,2400000000
ZAGROS,d,20170501,000000,20900,20900,20600,20825,452400,9395549741,152,20504,زاگرس,13960211,000000,20768,49980000000000,2400000000
ZAGROS,d,20170502,000000,20998,21349,20706,21127,753811,15835399200,162,20768,زاگرس,13960212,000000,21007,50704800000000,2400000000
ZAGROS,d,20170503,000000,21200,21496,21023,21280,555959,11766846215,157,21007,زاگرس,13960213,000000,21165,51072000000000,2400000000
ZAGROS,d,20170506,000000,21001,21300,20600,21178,3008721,63379021449,511,21165,زاگرس,13960216,000000,21065,50827200000000,2400000000
ZAGROS,d,20170507,000000,21000,21299,20605,21080,1367440,28764435834,301,21065,زاگرس,13960217,000000,21035,50592000000000,2400000000
ZAGROS,d,20170508,000000,21092,21199,20901,21077,2400454,50508687299,410,21035,زاگرس,13960218,000000,21041,50584800000000,2400000000
ZAGROS,d,20170521,000000,17160,17999,16900,17998,5330792,94603866349,1255,16791,زاگرس,13960231,000000,17747,43195200000000,2400000000
ZAGROS,d,20170522,000000,17993,17993,17400,17980,1392943,24790608158,424,17747,زاگرس,13960301,000000,17797,43152000000000,2400000000
ZAGROS,d,20170523,000000,17472,17900,17472,17660,268151,4755808197,64,17797,زاگرس,13960302,000000,17736,42384000000000,2400000000
ZAGROS,d,20170524,000000,17510,17900,17500,17900,450223,8012892821,162,17736,زاگرس,13960303,000000,17798,42960000000000,2400000000
ZAGROS,d,20170527,000000,17600,17940,17555,17940,335253,5979658583,157,17798,زاگرس,13960306,000000,17836,43056000000000,2400000000
ZAGROS,d,20170528,000000,17604,17895,17604,17894,204011,3642744349,70,17836,زاگرس,13960307,000000,17856,42945600000000,2400000000
ZAGROS,d,20170529,000000,17630,17934,17628,17896,281392,5027306941,121,17856,زاگرس,13960308,000000,17866,42950400000000,2400000000
ZAGROS,d,20170530,000000,17800,17898,17617,17881,80367,1436580788,56,17866,زاگرس,13960309,000000,17875,42914400000000,2400000000
ZAGROS,d,20170531,000000,17800,18000,17680,18000,1975860,35337283923,335,17875,زاگرس,13960310,000000,17885,43200000000000,2400000000
ZAGROS,d,20170603,000000,17900,17990,17601,17950,927829,16608898696,174,17885,زاگرس,13960313,000000,17901,43080000000000,2400000000
ZAGROS,d,20170606,000000,17650,17990,17650,17978,391439,7015043374,144,17901,زاگرس,13960316,000000,17921,43147200000000,2400000000
ZAGROS,d,20170607,000000,17675,18500,17555,18500,3606901,64708048167,383,17921,زاگرس,13960317,000000,17940,44400000000000,2400000000
ZAGROS,d,20170610,000000,18488,18488,17659,17990,27730,500764840,31,17940,زاگرس,13960320,000000,18059,43176000000000,2400000000
ZAGROS,d,20170611,000000,18090,18200,17721,18196,103476,1877290865,62,18059,زاگرس,13960321,000000,18142,43670400000000,2400000000
ZAGROS,d,20170612,000000,18160,18240,18005,18197,391373,7104139623,106,18142,زاگرس,13960322,000000,18152,43672800000000,2400000000
ZAGROS,d,20170613,000000,18170,18199,17913,18198,268026,4867881216,85,18152,زاگرس,13960323,000000,18162,43675200000000,2400000000
ZAGROS,d,20170614,000000,18180,18199,18010,18194,209042,3798628923,71,18162,زاگرس,13960324,000000,18172,43665600000000,2400000000
ZAGROS,d,20170617,000000,18000,18450,18000,18450,715363,13007319772,131,18172,زاگرس,13960327,000000,18183,44280000000000,2400000000
ZAGROS,d,20170618,000000,18398,18398,17950,18365,680193,12371454763,131,18183,زاگرس,13960328,000000,18188,44076000000000,2400000000
ZAGROS,d,20170619,000000,17751,18000,17751,17812,35410,631846950,17,18188,زاگرس,13960329,000000,17844,42748800000000,2400000000
ZAGROS,d,20170620,000000,18178,18178,17800,18050,109038,1946064966,35,17844,زاگرس,13960330,000000,17848,43320000000000,2400000000
ZAGROS,d,20170621,000000,17850,18090,17762,18000,42321,762353672,37,17848,زاگرس,13960331,000000,18014,43200000000000,2400000000
ZAGROS,d,20170624,000000,18000,18000,17800,17810,51685,921409615,15,18014,زاگرس,13960403,000000,17827,42744000000000,2400000000
ZAGROS,d,20170625,000000,17991,17991,17800,17990,102410,1836597790,35,17827,زاگرس,13960404,000000,17934,43176000000000,2400000000
ZAGROS,d,20170628,000000,17800,17968,17762,17762,116936,2079847633,39,17934,زاگرس,13960407,000000,17786,42628800000000,2400000000
ZAGROS,d,20170701,000000,18000,18000,17400,17400,164849,2887957130,77,17786,زاگرس,13960410,000000,17519,41760000000000,2400000000
ZAGROS,d,20170702,000000,17411,17650,17411,17413,95011,1654964119,23,17519,زاگرس,13960411,000000,17419,41791200000000,2400000000
ZAGROS,d,20170703,000000,17403,17403,17300,17300,30189,523101936,32,17419,زاگرس,13960412,000000,17328,41520000000000,2400000000
ZAGROS,d,20170704,000000,17105,17330,16921,17249,407775,6957667865,63,17328,زاگرس,13960413,000000,17063,41397600000000,2400000000
ZAGROS,d,20170705,000000,17000,17000,16750,16750,124968,2116653323,46,17063,زاگرس,13960414,000000,16938,40200000000000,2400000000
ZAGROS,d,20170708,000000,16700,16999,16500,16900,131281,2176990925,69,16938,زاگرس,13960417,000000,16583,40560000000000,2400000000
ZAGROS,d,20170709,000000,16505,16998,16505,16670,30337,505825337,24,16583,زاگرس,13960418,000000,16674,40008000000000,2400000000
ZAGROS,d,20170710,000000,16990,16990,16750,16750,33836,569958026,27,16674,زاگرس,13960419,000000,16845,40200000000000,2400000000
ZAGROS,d,20170711,000000,17000,17000,16700,16707,24044,401958515,13,16845,زاگرس,13960420,000000,16718,40096800000000,2400000000
ZAGROS,d,20170712,000000,16820,17000,16801,17000,55235,937996154,21,16718,زاگرس,13960421,000000,16982,40800000000000,2400000000
ZAGROS,d,20170715,000000,16875,17000,16555,16994,129596,2193462828,28,16982,زاگرس,13960424,000000,16925,40785600000000,2400000000
ZAGROS,d,20170716,000000,17000,17000,16901,16998,131693,2237033437,35,16925,زاگرس,13960425,000000,16987,40795200000000,2400000000
ZAGROS,d,20170717,000000,16910,17000,16910,17000,52282,886274313,32,16987,زاگرس,13960426,000000,16952,40800000000000,2400000000
ZAGROS,d,20170718,000000,16902,17248,16900,17000,83384,1413969302,48,16952,زاگرس,13960427,000000,16957,40800000000000,2400000000
ZAGROS,d,20170719,000000,17369,17804,16960,17804,400331,7069670203,81,16957,زاگرس,13960428,000000,17660,42729600000000,2400000000
ZAGROS,d,20170722,000000,18010,18289,17900,17950,57729,1040576403,52,17660,زاگرس,13960431,000000,18025,43080000000000,2400000000
ZAGROS,d,20170723,000000,17666,17995,17635,17949,20574,367481858,25,18025,زاگرس,13960501,000000,17861,43077600000000,2400000000
ZAGROS,d,20170724,000000,17999,17999,17752,17999,58175,1041878023,30,17861,زاگرس,13960502,000000,17909,43197600000000,2400000000
ZAGROS,d,20170725,000000,17998,17998,17510,17601,8341,147745243,26,17909,زاگرس,13960503,000000,17713,42242400000000,2400000000
