<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TSEClose>,<MarketValue>,<ShareCount>
ZAGROS,d,20120526,000000,11831,12181,11831,12181,13000,154737040,9,11874,زاگرس,13910306,000000,11903,29234400000000,2400000000
ZAGROS,d,20120527,000000,12150,12150,11850,11850,45733,545043392,26,11903,زاگرس,13910307,000000,11918,28440000000000,2400000000
ZAGROS,d,20120528,000000,11800,12141,11800,12000,423363,5076449841,78,11918,زاگرس,13910308,000000,11991,28800000000000,2400000000
ZAGROS,d,20120529,000000,12000,12114,11850,12001,68430,822024100,25,11991,زاگرس,13910309,000000,12013,28802400000000,2400000000
ZAGROS,d,20120530,000000,12050,12050,12000,12049,143780,1725827030,36,12013,زاگرس,13910310,000000,12003,28917600000000,2400000000
ZAGROS,d,20120602,000000,12000,12000,11990,12000,72672,872012120,35,12003,زاگرس,13910313,000000,11999,28800000000000,2400000000
ZAGROS,d,20120605,000000,12000,12001,11999,12000,164776,1977276100,26,11999,زاگرس,13910316,000000,12000,28800000000000,2400000000
ZAGROS,d,20120606,000000,12000,12000,11610,12000,95261,1143068000,24,12000,زاگرس,13910317,000000,11999,28800000000000,2400000000
ZAGROS,d,20120609,000000,11995,12000,11600,11600,291678,3471757028,43,11999,زاگرس,13910320,000000,11903,27840000000000,2400000000
ZAGROS,d,20120610,000000,11508,12077,11508,12000,534021,6406525489,61,11903,زاگرس,13910321,000000,11997,28800000000000,2400000000
ZAGROS,d,20120611,000000,12130,12130,11979,12000,46612,559294286,17,11997,زاگرس,13910322,000000,11999,28800000000000,2400000000
ZAGROS,d,20120612,000000,11750,11750,11520,11602,39302,459233404,16,11999,زاگرس,13910323,000000,11685,27844800000000,2400000000
ZAGROS,d,20120613,000000,11750,11750,11700,11750,79047,926227250,14,11685,زاگرس,13910324,000000,11717,28200000000000,2400000000
ZAGROS,d,20120616,000000,11552,11749,11502,11640,189642,2207525710,27,11717,زاگرس,13910327,000000,11640,27936000000000,2400000000
ZAGROS,d,20120617,000000,11550,12049,11550,12000,467786,5600682300,62,11640,زاگرس,13910328,000000,11973,28800000000000,2400000000
ZAGROS,d,20120619,000000,11845,12000,11845,11845,15739,188158020,8,11973,زاگرس,13910330,000000,11955,28428000000000,2400000000
ZAGROS,d,20120620,000000,11605,11620,11358,11358,64105,732934328,43,11955,زاگرس,13910331,000000,11433,27259200000000,2400000000
ZAGROS,d,20120623,000000,11061,11061,10862,10862,158313,1722704910,39,11433,زاگرس,13910403,000000,10882,26068800000000,2400000000
ZAGROS,d,20120624,000000,10366,10589,10366,10462,13780,144055831,18,10882,زاگرس,13910404,000000,10454,25108800000000,2400000000
ZAGROS,d,20120625,000000,10141,10650,9935,10000,50673,512104614,47,10454,زاگرس,13910405,000000,10106,24000000000000,2400000000
ZAGROS,d,20120626,000000,10100,10100,9601,9601,154003,1479062990,45,10106,زاگرس,13910406,000000,9604,23042400000000,2400000000
ZAGROS,d,20120627,000000,9600,9838,9140,9150,41035,379059447,16,9604,زاگرس,13910407,000000,9237,21960000000000,2400000000
ZAGROS,d,20120630,000000,9690,9698,9690,9698,23210,224919580,7,9237,زاگرس,13910410,000000,9691,23275200000000,2400000000
ZAGROS,d,20120701,000000,10175,10175,9510,9800,79077,788627857,36,9691,زاگرس,13910411,000000,9973,23520000000000,2400000000
ZAGROS,d,20120702,000000,9999,10471,9999,10471,35812,365974325,34,9973,زاگرس,13910412,000000,10219,25130400000000,2400000000
ZAGROS,d,20120703,000000,10612,10729,10612,10729,12506,133663720,15,10219,زاگرس,13910413,000000,10688,25749600000000,2400000000
ZAGROS,d,20120704,000000,10731,11222,10731,10850,98649,1080584179,56,10688,زاگرس,13910414,000000,10954,26040000000000,2400000000
ZAGROS,d,20120707,000000,11050,11300,11000,11139,13944,156502550,15,10954,زاگرس,13910417,000000,11224,26733600000000,2400000000
ZAGROS,d,20120708,000000,10804,10804,10663,10663,50399,538691394,36,11224,زاگرس,13910418,000000,10689,25591200000000,2400000000
ZAGROS,d,20120709,000000,10159,10200,10155,10170,20390,207233510,24,10689,زاگرس,13910419,000000,10163,24408000000000,2400000000
ZAGROS,d,20120710,000000,10600,10671,10600,10671,119944,1279811874,20,10163,زاگرس,13910420,000000,10670,25610400000000,2400000000
ZAGROS,d,20120711,000000,11199,11203,11023,11052,387707,4339162157,65,10670,زاگرس,13910421,000000,11192,26524800000000,2400000000
ZAGROS,d,20120714,000000,11579,11579,11151,11390,179167,2045539788,40,11192,زاگرس,13910424,000000,11417,27336000000000,2400000000
ZAGROS,d,20120717,000000,11448,11448,10200,10511,143860,1535588694,66,11417,زاگرس,13910427,000000,11306,25226400000000,2400000000
ZAGROS,d,20120718,000000,10900,10900,10350,10555,53822,563086259,37,11306,زاگرس,13910428,000000,11259,25332000000000,2400000000
ZAGROS,d,20120721,000000,10405,10405,10050,10299,53612,547120076,43,11259,زاگرس,13910431,000000,11200,24717600000000,2400000000
ZAGROS,d,20120722,000000,10396,10400,10051,10150,152074,1562323891,39,11200,زاگرس,13910501,000000,11053,24360000000000,2400000000
ZAGROS,d,20120723,000000,10388,10890,10388,10799,433571,4647557697,117,11053,زاگرس,13910502,000000,10902,25917600000000,2400000000
ZAGROS,d,20120724,000000,10801,10956,10503,10701,132073,1423083746,42,10902,زاگرس,13910503,000000,10885,25682400000000,2400000000
ZAGROS,d,20120725,000000,10700,10700,10500,10504,80300,844919496,12,10885,زاگرس,13910504,000000,10522,25209600000000,2400000000
ZAGROS,d,20120728,000000,10370,10370,9996,9996,242676,2427842054,72,10522,زاگرس,13910507,000000,10004,23990400000000,2400000000
ZAGROS,d,20120729,000000,9900,9990,9504,9504,188465,1800731440,62,10004,زاگرس,13910508,000000,9555,22809600000000,2400000000
ZAGROS,d,20120730,000000,9156,9156,9080,9101,144573,1317095260,63,9555,زاگرس,13910509,000000,9110,21842400000000,2400000000
ZAGROS,d,20120731,000000,9499,9565,9487,9560,182765,1747408021,137,9110,زاگرس,13910510,000000,9561,22944000000000,2400000000
ZAGROS,d,20120801,000000,10037,10037,9083,9083,393377,3624702018,154,9561,زاگرس,13910511,000000,9214,21799200000000,2400000000
ZAGROS,d,20120804,000000,9001,9001,8754,8754,74079,650708126,33,9214,زاگرس,13910514,000000,8784,21009600000000,2400000000
ZAGROS,d,20120805,000000,8450,8455,8345,8345,212487,1774847765,105,8784,زاگرس,13910515,000000,8353,20028000000000,2400000000
ZAGROS,d,20120806,000000,8000,8699,8000,8092,49899,412887699,43,8353,زاگرس,13910516,000000,8274,19420800000000,2400000000
ZAGROS,d,20120807,000000,8200,8200,7936,8000,132231,1057816964,57,8274,زاگرس,13910517,000000,8000,19200000000000,2400000000
ZAGROS,d,20120808,000000,8089,8200,7996,8100,162115,1312586191,60,8000,زاگرس,13910518,000000,8097,19440000000000,2400000000
ZAGROS,d,20120811,000000,8490,8501,8360,8501,474204,4027149305,74,8097,زاگرس,13910521,000000,8492,20402400000000,2400000000
ZAGROS,d,20120812,000000,8916,8916,8500,8610,413907,3659544665,113,8492,زاگرس,13910522,000000,8841,20664000000000,2400000000
ZAGROS,d,20120813,000000,8940,8940,8500,8500,110184,948311759,90,8841,زاگرس,13910523,000000,8607,20400000000000,2400000000
ZAGROS,d,20120814,000000,8740,8897,8500,8504,144367,1241120282,41,8607,زاگرس,13910524,000000,8597,20409600000000,2400000000
ZAGROS,d,20120815,000000,8500,8520,8210,8300,102350,850126837,83,8597,زاگرس,13910525,000000,8306,19920000000000,2400000000
ZAGROS,d,20120818,000000,8107,8670,8107,8385,31232,263563324,18,8306,زاگرس,13910528,000000,8439,20124000000000,2400000000
ZAGROS,d,20120821,000000,8750,8860,8750,8828,68586,604575751,54,8439,زاگرس,13910531,000000,8815,21187200000000,2400000000
ZAGROS,d,20120822,000000,8850,8898,8700,8700,23789,209066769,22,8815,زاگرس,13910601,000000,8788,20880000000000,2400000000
ZAGROS,d,20120825,000000,8550,8800,8550,8699,126227,1093518576,36,8788,زاگرس,13910604,000000,8663,20877600000000,2400000000
ZAGROS,d,20120826,000000,8850,8885,8700,8885,113459,995084730,66,8663,زاگرس,13910605,000000,8770,21324000000000,2400000000
ZAGROS,d,20120827,000000,8890,9000,8870,8948,81129,723481476,72,8770,زاگرس,13910606,000000,8918,21475200000000,2400000000
ZAGROS,d,20120902,000000,8880,9100,8623,9090,128745,1141895894,49,8918,زاگرس,13910612,000000,8869,21816000000000,2400000000
ZAGROS,d,20120903,000000,9200,9312,9000,9312,247160,2291492133,97,8869,زاگرس,13910613,000000,9271,22348800000000,2400000000
ZAGROS,d,20120904,000000,9734,9734,9734,9734,2191,21327194,7,9271,زاگرس,13910614,000000,9734,23361600000000,2400000000
ZAGROS,d,20120905,000000,10220,10220,10220,10220,300,3066000,4,9734,زاگرس,13910615,000000,10220,24528000000000,2400000000
ZAGROS,d,20120908,000000,10699,10731,10252,10450,330058,3522845444,131,10220,زاگرس,13910618,000000,10673,25080000000000,2400000000
ZAGROS,d,20120909,000000,10140,10300,10140,10140,79274,803870360,67,10673,زاگرس,13910619,000000,10140,24336000000000,2400000000
ZAGROS,d,20120910,000000,9661,10640,9661,10630,359623,3719510962,177,10140,زاگرس,13910620,000000,10343,25512000000000,2400000000
ZAGROS,d,20120911,000000,10700,10790,10611,10696,110507,1182333801,49,10343,زاگرس,13910621,000000,10699,25670400000000,2400000000
ZAGROS,d,20120915,000000,10520,11233,10520,11219,320937,3578332727,125,10699,زاگرس,13910625,000000,11150,26925600000000,2400000000
ZAGROS,d,20120916,000000,11500,11500,10593,10940,239242,2579637060,90,11150,زاگرس,13910626,000000,10783,26256000000000,2400000000
ZAGROS,d,20120917,000000,11000,11179,10600,11001,185595,2015131344,89,10783,زاگرس,13910627,000000,10858,26402400000000,2400000000
ZAGROS,d,20120918,000000,11000,11180,10800,10835,99316,1085766433,66,10858,زاگرس,13910628,000000,10932,26004000000000,2400000000
ZAGROS,d,20120919,000000,10999,10999,10386,10540,187933,1957341222,94,10932,زاگرس,13910629,000000,10415,25296000000000,2400000000
ZAGROS,d,20120922,000000,10413,10935,10412,10935,255294,2782646851,79,10415,زاگرس,13910701,000000,10900,26244000000000,2400000000
ZAGROS,d,20120923,000000,11180,11300,10500,10535,313514,3418660775,162,10900,زاگرس,13910702,000000,10904,25284000000000,2400000000
ZAGROS,d,20120924,000000,10375,10978,10375,10904,200940,2173335482,97,10904,زاگرس,13910703,000000,10816,26169600000000,2400000000
ZAGROS,d,20120925,000000,10978,11350,10501,11100,1837861,19565828349,225,10816,زاگرس,13910704,000000,10646,26640000000000,2400000000
ZAGROS,d,20120926,000000,11111,11178,11111,11178,316717,3539757863,66,10646,زاگرس,13910705,000000,11176,26827200000000,2400000000
ZAGROS,d,20120929,000000,11550,11568,11200,11475,810444,9226887339,235,11176,زاگرس,13910708,000000,11385,27540000000000,2400000000
ZAGROS,d,20120930,000000,11700,11954,11500,11954,1138603,13545417170,342,11385,زاگرس,13910709,000000,11897,28689600000000,2400000000
ZAGROS,d,20121001,000000,12380,12380,11303,11303,469234,5446403929,202,11897,زاگرس,13910710,000000,11607,27127200000000,2400000000
ZAGROS,d,20121002,000000,11580,11850,11201,11700,239527,2753752129,162,11607,زاگرس,13910711,000000,11497,28080000000000,2400000000
ZAGROS,d,20121003,000000,11799,12070,11700,11880,462368,5524351767,209,11497,زاگرس,13910712,000000,11948,28512000000000,2400000000
ZAGROS,d,20121006,000000,11700,11700,11380,11545,228290,2612592722,96,11948,زاگرس,13910715,000000,11444,27708000000000,2400000000
ZAGROS,d,20121007,000000,11200,11500,10889,11000,104681,1151717971,95,11444,زاگرس,13910716,000000,11002,26400000000000,2400000000
ZAGROS,d,20121008,000000,11000,11250,11000,11200,132529,1481329595,73,11002,زاگرس,13910717,000000,11177,26880000000000,2400000000
ZAGROS,d,20121009,000000,11400,11598,10801,11000,254415,2800133062,94,11177,زاگرس,13910718,000000,11006,26400000000000,2400000000
ZAGROS,d,20121010,000000,11300,11300,10600,10958,404497,4357795762,111,11006,زاگرس,13910719,000000,10773,26299200000000,2400000000
ZAGROS,d,20121013,000000,10774,10949,10500,10500,371741,3966738452,107,10773,زاگرس,13910722,000000,10671,25200000000000,2400000000
ZAGROS,d,20121014,000000,10897,11000,10750,10800,912776,9894406557,300,10671,زاگرس,13910723,000000,10840,25920000000000,2400000000
ZAGROS,d,20121015,000000,11000,11351,10950,11196,483149,5360952098,152,10840,زاگرس,13910724,000000,11096,26870400000000,2400000000
ZAGROS,d,20121016,000000,11200,11380,11200,11215,385568,4340345795,199,11096,زاگرس,13910725,000000,11257,26916000000000,2400000000
ZAGROS,d,20121017,000000,11333,11790,11180,11600,588655,6806857529,283,11257,زاگرس,13910726,000000,11563,27840000000000,2400000000
ZAGROS,d,20121020,000000,12141,12141,12141,12141,96332,1169566812,30,11563,زاگرس,13910729,000000,12141,29138400000000,2400000000
ZAGROS,d,20121021,000000,12748,12748,12000,12350,2728571,34364845306,668,12141,زاگرس,13910730,000000,12594,29640000000000,2400000000
ZAGROS,d,20121022,000000,12450,12450,11965,11965,853513,10273774269,305,12594,زاگرس,13910801,000000,12037,28716000000000,2400000000
ZAGROS,d,20121023,000000,11436,11699,11436,11436,812457,9308727513,154,12037,زاگرس,13910802,000000,11458,27446400000000,2400000000
ZAGROS,d,20121024,000000,11360,11689,11350,11501,209565,2415988754,135,11458,زاگرس,13910803,000000,11529,27602400000000,2400000000
ZAGROS,d,20121027,000000,11749,11900,11551,11836,358604,4218112856,157,11529,زاگرس,13910806,000000,11763,28406400000000,2400000000
ZAGROS,d,20121028,000000,11964,11964,11450,11470,441280,5095370220,134,11763,زاگرس,13910807,000000,11547,27528000000000,2400000000
ZAGROS,d,20121029,000000,11499,11499,11200,11350,357034,4028323565,167,11547,زاگرس,13910808,000000,11283,27240000000000,2400000000
ZAGROS,d,20121030,000000,11690,11690,11210,11245,396266,4470066678,115,11283,زاگرس,13910809,000000,11280,26988000000000,2400000000
ZAGROS,d,20121031,000000,11489,11489,11001,11211,128355,1431313732,73,11280,زاگرس,13910810,000000,11151,26906400000000,2400000000
ZAGROS,d,20121104,000000,11211,11437,11211,11410,173210,1956643914,70,11151,زاگرس,13910814,000000,11296,27384000000000,2400000000
ZAGROS,d,20121105,000000,11311,11480,11239,11469,289061,3270882608,114,11296,زاگرس,13910815,000000,11316,27525600000000,2400000000
ZAGROS,d,20121106,000000,11402,11467,11252,11398,253127,2878303942,78,11316,زاگرس,13910816,000000,11371,27355200000000,2400000000
ZAGROS,d,20121107,000000,11450,11460,11264,11264,87757,996708709,67,11371,زاگرس,13910817,000000,11358,27033600000000,2400000000
ZAGROS,d,20121110,000000,11420,11420,10791,10850,477354,5305188867,134,11358,زاگرس,13910820,000000,11114,26040000000000,2400000000
ZAGROS,d,20121111,000000,11150,11150,10611,10800,135489,1474163110,73,11114,زاگرس,13910821,000000,10880,25920000000000,2400000000
ZAGROS,d,20121112,000000,10662,11246,10660,10803,228719,2489606169,119,10880,زاگرس,13910822,000000,10885,25927200000000,2400000000
ZAGROS,d,20121113,000000,11248,11429,11200,11429,168327,1914803206,79,10885,زاگرس,13910823,000000,11375,27429600000000,2400000000
ZAGROS,d,20121114,000000,11520,11849,11501,11849,593186,6894528916,180,11375,زاگرس,13910824,000000,11623,28437600000000,2400000000
ZAGROS,d,20121117,000000,11849,12204,11600,12204,861497,10446427776,225,11623,زاگرس,13910827,000000,12126,29289600000000,2400000000
ZAGROS,d,20121118,000000,12126,12349,12126,12240,469683,5741418086,256,12126,زاگرس,13910828,000000,12224,29376000000000,2400000000
ZAGROS,d,20121119,000000,12240,12300,11666,12000,118311,1430707395,86,12224,زاگرس,13910829,000000,12093,28800000000000,2400000000
ZAGROS,d,20121120,000000,11500,12149,11489,12145,74592,895698292,55,12093,زاگرس,13910830,000000,12008,29148000000000,2400000000
ZAGROS,d,20121121,000000,12140,12261,12090,12240,185813,2270949190,99,12008,زاگرس,13910901,000000,12222,29376000000000,2400000000
ZAGROS,d,20121126,000000,12200,12590,12200,12590,174091,2173880038,100,12222,زاگرس,13910906,000000,12487,30216000000000,2400000000
ZAGROS,d,20121127,000000,12763,13111,12600,13111,787487,10190749736,229,12487,زاگرس,13910907,000000,12941,31466400000000,2400000000
ZAGROS,d,20121128,000000,13000,13588,13000,13588,726273,9786989939,194,12941,زاگرس,13910908,000000,13476,32611200000000,2400000000
ZAGROS,d,20121201,000000,13999,14099,13700,13989,503764,7033582227,179,13476,زاگرس,13910911,000000,13962,33573600000000,2400000000
ZAGROS,d,20121202,000000,14050,14148,13264,13300,311403,4281983224,169,13962,زاگرس,13910912,000000,13751,31920000000000,2400000000
ZAGROS,d,20121203,000000,13265,13500,13064,13100,584504,7665526384,143,13751,زاگرس,13910913,000000,13115,31440000000000,2400000000
ZAGROS,d,20121204,000000,13110,13380,12852,12852,752993,9930660557,147,13115,زاگرس,13910914,000000,13188,30844800000000,2400000000
ZAGROS,d,20121205,000000,13335,13335,12800,12990,618682,8030607967,103,13188,زاگرس,13910915,000000,12980,31176000000000,2400000000
ZAGROS,d,20121208,000000,13188,13598,12852,12852,277190,3609561463,154,12980,زاگرس,13910918,000000,13022,30844800000000,2400000000
ZAGROS,d,20121209,000000,12949,12949,12610,12620,196694,2504953997,146,13022,زاگرس,13910919,000000,12735,30288000000000,2400000000
ZAGROS,d,20121210,000000,12610,12800,12600,12623,203442,2571851168,124,12735,زاگرس,13910920,000000,12642,30295200000000,2400000000
ZAGROS,d,20121211,000000,12970,12970,12511,12550,227941,2877098759,127,12642,زاگرس,13910921,000000,12622,30120000000000,2400000000
ZAGROS,d,20121212,000000,12829,12829,12300,12350,121545,1506646883,146,12622,زاگرس,13910922,000000,12396,29640000000000,2400000000
ZAGROS,d,20121215,000000,12500,12780,12360,12600,88228,1111055488,94,12396,زاگرس,13910925,000000,12593,30240000000000,2400000000
ZAGROS,d,20121216,000000,12779,12900,12656,12850,146543,1866171830,81,12593,زاگرس,13910926,000000,12735,30840000000000,2400000000
ZAGROS,d,20121217,000000,12888,13371,12888,13371,554725,7326938936,199,12735,زاگرس,13910927,000000,13208,32090400000000,2400000000
ZAGROS,d,20121218,000000,13511,13699,13360,13632,546806,7396575663,247,13208,زاگرس,13910928,000000,13527,32716800000000,2400000000
ZAGROS,d,20121219,000000,13846,14203,13846,14203,939263,13315907597,232,13527,زاگرس,13910929,000000,14177,34087200000000,2400000000
ZAGROS,d,20121222,000000,14800,14885,14202,14885,1538036,22586778491,454,14177,زاگرس,13911002,000000,14685,35724000000000,2400000000
ZAGROS,d,20121223,000000,15419,15419,15419,15419,264444,4077462036,57,14685,زاگرس,13911003,000000,15419,37005600000000,2400000000
ZAGROS,d,20121224,000000,16189,16189,16189,16189,1272984,20608337976,108,15419,زاگرس,13911004,000000,16189,38853600000000,2400000000
ZAGROS,d,20121225,000000,16998,16998,16200,16998,4193623,70939832675,603,16189,زاگرس,13911005,000000,16916,40795200000000,2400000000
ZAGROS,d,20121226,000000,16999,17761,16999,17761,677362,11952578681,161,16916,زاگرس,13911006,000000,17646,42626400000000,2400000000
ZAGROS,d,20121229,000000,18528,18528,17700,18528,3395141,62777885954,518,17646,زاگرس,13911009,000000,18491,44467200000000,2400000000
ZAGROS,d,20121230,000000,18750,18950,18000,18750,2528313,47008229515,607,18491,زاگرس,13911010,000000,18593,45000000000000,2400000000
